lineNumber,colorGrade,leafGrade,stapleCode
4171,41,5,36
4172,41,5,36
4173,41,5,36
4174,41,5,37
4175,41,4,35
4176,41,5,36
4177,41,4,36
4178,41,5,36
4179,41,5,36
4180,41,5,36
4181,41,5,37
4182,41,4,36
4183,41,5,36
4184,41,5,35
4185,41,6,36
4186,41,5,36
4187,41,6,34
4188,41,6,35
4189,41,6,36
4190,41,5,35
4191,41,5,37
4192,41,5,36
4193,41,5,35
4194,41,5,36
4195,41,5,36
4196,51,5,34
4197,51,5,35
4198,41,5,35
4199,41,5,36
4200,41,6,36
4201,41,5,36
4202,41,6,36
4203,41,6,37
4204,41,6,36
4205,41,6,36
4206,41,5,36
4207,41,6,36
4208,41,6,36
4209,41,6,36
4210,41,6,36
4211,41,6,36
4212,41,6,37
4213,41,6,35
4214,41,6,36
4215,41,6,37
4216,41,4,37
4217,41,5,36
4218,41,4,37
4219,41,5,35
4220,41,4,35
4221,41,5,36
4222,41,4,35
4223,41,5,34
4224,41,6,36
4225,41,5,35
4226,41,6,35
4227,41,6,36
4228,41,4,35
4229,41,5,35
4230,41,6,35
4231,41,5,36
4232,41,4,36
4233,41,6,34
4234,41,5,35
4235,41,5,36
4236,41,5,36
4237,41,5,36
4238,41,5,36
4239,41,4,36
4240,41,4,35
4241,41,4,35
4242,41,5,35
4243,41,4,36
4244,41,5,35
4245,41,4,36
4246,41,5,35
4247,41,5,36
4248,41,5,35
4249,41,5,35
4250,41,5,34
4251,41,5,35
4252,41,5,36
4253,41,6,35
4254,41,5,36
4255,41,6,36
4256,41,6,37
4257,41,5,37
4258,41,6,36
4259,41,5,36
4260,41,5,36
4261,41,5,37
4262,41,5,37
4263,41,5,36
4264,41,4,36
4265,41,5,36
4266,41,5,34
4267,41,5,35
4268,41,5,35
4269,41,5,36
4270,41,5,36
4271,41,5,35
4272,41,5,35
4273,41,6,34
4274,41,5,35
4275,41,5,34
4276,41,5,35
4277,41,5,35
4278,41,5,35
4279,41,5,33
4280,41,5,35
4281,41,6,35
4282,41,6,35
4283,41,5,35
4284,41,6,35
4285,41,5,35
4286,41,5,35
4287,41,5,35
4288,41,5,36
4289,41,5,35
4290,41,5,35
4291,41,5,35
4292,41,5,35
4293,41,5,36
4294,41,4,35
4295,41,5,35
4296,41,4,35
4297,41,5,35
4298,41,5,34
4299,41,5,36
4300,41,5,36
4301,41,5,35
4302,41,6,36
4303,41,6,36
4304,41,6,36
4305,41,6,35
4306,41,5,36
4307,41,6,36
4308,41,5,37
4309,41,6,35
4310,41,5,35
4311,41,6,35
4312,41,6,36
4313,41,6,36
4314,41,5,36
4315,41,6,36
4316,41,6,36
4317,41,6,36
4318,41,5,35
4319,41,6,35
4320,41,6,36
4321,41,6,35
4322,51,5,36
4323,41,6,35
4324,41,6,36
4325,41,5,36
4326,41,5,35
4327,41,4,34
4328,41,4,35
4329,41,5,37
4330,41,5,37
4331,41,5,37
4332,31,5,38
4333,31,5,38
4334,31,5,37
4335,31,4,36
4336,41,5,36
4337,41,4,37
4338,41,5,37
4339,41,4,37
4340,41,4,37
4341,41,5,38
4342,41,4,37
4343,31,4,37
4344,41,4,37
4345,31,5,37
4346,41,5,38
4347,41,5,37
4348,41,5,37
4349,41,4,37
4350,31,5,37
4351,31,5,37
4352,31,5,37
4353,41,5,37
4354,31,5,38
4355,41,5,37
4356,31,5,37
4357,41,5,37
4358,31,5,37
4359,31,4,38
4360,31,5,37
4361,31,3,36
4362,31,3,35
4363,31,4,37
4364,41,5,37
4365,41,4,37
4366,41,4,37
4367,41,4,37
4368,41,3,37
4369,41,4,37
4370,31,4,37
4371,31,5,37
4372,31,4,37
4373,41,4,37
4374,41,4,38
4375,31,4,37
4376,41,4,37
4377,31,4,36
4378,31,4,37
4379,31,4,37
4380,41,5,37
4381,31,5,37
4382,31,4,37
4383,31,4,37
4384,31,3,37
4385,31,4,37
4386,31,4,37
4387,31,4,37
4388,31,4,37
4389,31,4,38
4390,31,4,37
4391,31,4,37
4392,31,4,36
4393,31,4,37
4394,31,5,37
4395,31,4,36
4396,41,4,37
4397,41,5,38
4398,31,4,36
4399,31,4,37
4400,41,4,36
4401,41,4,37
4402,31,4,37
4403,31,4,36
4404,31,4,37
4405,31,3,36
4406,41,4,37
4407,31,3,37
4408,31,4,36
4409,31,4,37
4410,31,4,36
4411,41,4,37
4412,31,4,37
4413,41,5,37
4414,41,4,37
4415,41,4,37
4416,31,4,36
4417,31,4,36
4418,41,4,36
4419,41,5,37
4420,41,4,36
4421,41,4,37
4422,41,4,36
4423,31,4,37
4424,41,5,37
4425,41,4,37
4426,31,5,37
4427,41,5,38
4428,31,5,37
4429,41,5,37
4430,41,5,37
4431,31,4,37
4432,31,4,37
4433,41,4,37
4434,31,4,38
4435,41,4,38
4436,31,5,37
4437,31,5,38
4438,31,4,37
4439,31,4,37
4440,31,4,37
4441,31,4,37
4442,31,4,38
4443,31,3,35
4444,31,5,37
4445,31,4,37
4446,31,4,38
4447,31,4,37
4448,31,4,36
4449,31,4,37
4450,31,4,38
4451,31,4,37
4452,31,4,37
4453,31,4,37
4454,31,4,37
4455,31,4,37
4456,31,4,37
4457,31,4,38
4458,31,4,38
4459,31,4,37
4460,41,4,37
4461,31,4,37
4462,41,5,37
4463,41,4,35
4464,41,4,35
4465,41,5,35
4466,41,4,34
4467,41,5,36
4468,41,6,35
4469,41,6,35
4470,41,5,35
4471,41,5,37
4472,41,6,35
4473,41,4,36
4474,41,5,35
4475,41,5,35
4476,41,5,36
4477,41,5,35
4478,41,4,36
4479,41,6,35
4480,41,5,35
4481,41,5,35
4482,41,5,34
4483,41,4,36
4484,41,5,36
4485,41,5,36
4486,41,5,36
4487,41,5,36
4488,41,4,36
4489,41,5,34
4490,41,4,35
4491,41,5,35
4492,41,4,34
4493,41,4,34
4494,41,5,35
4495,41,5,35
4496,41,4,34
4497,41,5,35
4498,31,5,35
4499,41,5,35
4500,41,5,35
4501,41,5,34
4502,41,5,34
4503,41,5,35
4504,41,5,35
4505,41,5,35
4506,31,5,36
4507,41,5,35
4508,41,5,35
4509,41,5,34
4510,41,5,35
4511,41,5,34
4512,41,5,35
4513,41,5,35
4514,41,5,35
4515,41,5,35
4516,41,6,36
4517,41,6,34
4518,41,6,36
4519,41,6,36
4520,51,5,36
4521,41,6,35
4522,41,6,36
4523,51,6,35
4524,41,6,36
4525,41,5,35
4526,41,6,36
4527,41,7,34
4528,41,6,35
4529,41,5,35
4530,41,6,35
4531,41,6,35
4532,41,5,35
4533,41,5,35
4534,41,6,35
4535,41,6,35
4536,41,6,35
4537,41,7,35
4538,41,6,35
4539,41,6,35
4540,41,5,36
4541,41,6,36
4542,41,5,36
4543,41,5,35
4544,41,5,35
4545,41,5,35
4546,41,4,35
4547,41,5,35
4548,41,5,35
4549,41,5,35
4550,41,5,35
4551,41,5,35
4552,41,4,35
4553,41,4,35
4554,41,5,35
4555,41,5,35
4556,41,5,36
4557,41,5,35
4558,41,5,35
4559,41,5,35
4560,41,5,35
4561,41,5,35
4562,41,5,35
4563,41,5,35
4564,41,5,35
4565,41,6,36
4566,41,5,35
4567,41,5,35
4568,41,6,35
4569,41,5,34
4570,41,5,34
4571,41,5,35
4572,51,6,35
4573,41,5,34
4574,41,6,35
4575,41,5,35
4576,41,5,34
4577,41,6,36
4578,41,5,35
4579,41,6,35
4580,41,6,37
4581,41,5,35
4582,41,6,34
4583,41,6,36
4584,41,6,36
4585,51,6,35
4586,41,6,36
4587,41,6,35
4588,41,5,35
4589,41,5,35
4590,41,5,37
4591,51,4,37
4592,41,5,36
4593,41,4,35
4594,41,4,36
4595,41,4,35
4596,41,4,34
4597,41,4,35
4598,41,4,35
4599,41,4,35
4600,41,4,35
4601,41,4,34
4602,41,4,35
4603,41,4,35
4604,41,4,35
4605,41,5,34
4606,41,4,34
4607,41,5,34
4608,41,4,34
4609,41,4,35
4610,41,4,35
4611,41,4,34
4612,41,4,35
4613,41,4,34
4614,41,4,33
4615,41,4,33
4616,41,4,34
4617,41,5,34
4618,41,4,34
4619,41,5,34
4620,41,4,34
4621,41,6,34
4622,41,5,35
4623,41,4,35
4624,41,5,34
4625,41,5,34
4626,41,5,35
4627,41,5,34
4628,41,5,34
4629,41,5,34
4630,41,5,35
4631,41,5,34
4632,41,4,34
4633,41,5,34
4634,41,5,34
4635,41,5,35
4636,41,5,33
4637,41,4,34
4638,41,5,35
4639,41,5,35
4640,41,5,35
4641,41,5,34
4642,41,5,34
4643,41,4,33
4644,41,4,34
4645,41,5,35
4646,41,4,34
4647,41,5,35
4648,41,4,34
4649,41,5,33
4650,41,4,33
4651,41,4,34
4652,41,4,34
4653,31,3,35
4654,31,4,35
4655,41,4,34
4656,41,4,34
4657,41,4,34
4658,41,4,35
4659,41,4,34
4660,41,5,34
4661,41,4,35
4662,41,4,34
4663,41,5,34
4664,41,5,34
4665,41,5,35
4666,41,4,34
4667,41,4,33
4668,41,5,34
4669,31,4,36
4670,31,4,35
4671,31,4,36
4672,41,5,35
4673,31,4,35
4674,31,4,34
4675,31,4,35
4676,31,4,35
4677,31,4,36
4678,31,4,35
4679,41,3,35
4680,31,4,35
4681,31,3,35
4682,31,4,35
4683,31,4,36
4684,41,4,35
4685,31,4,35
4686,31,4,36
4687,31,4,35
4688,31,4,35
4689,31,4,35
4690,31,4,35
4691,41,4,34
4692,31,4,36
4693,41,4,35
4694,41,4,36
4695,41,3,34
4696,41,4,34
4697,41,3,35
4698,41,4,35
4699,41,4,34
4700,41,4,34
4701,41,4,35
4702,41,4,35
4703,41,3,35
4704,31,4,36
4705,41,5,36
4706,31,4,34
4707,41,4,35
4708,41,4,35
4709,41,3,34
4710,41,4,35
4711,41,4,35
4712,41,3,35
4713,41,4,35
4714,41,6,35
4715,41,6,35
4716,41,6,36
4717,41,6,36
4718,41,4,35
4719,41,5,36
4720,41,5,35
4721,51,6,36
4722,41,6,36
4723,41,5,36
4724,41,5,35
4725,41,4,35
4726,41,4,35
4727,41,5,36
4728,41,4,35
4729,31,3,35
4730,41,4,35
4731,31,3,36
4732,31,4,36
4733,41,4,34
4734,31,3,35
4735,31,4,35
4736,31,3,34
4737,31,3,34
4738,31,3,35
4739,41,3,34
4740,41,3,34
4741,41,3,36
4742,41,3,35
4743,41,3,35
4744,31,3,35
4745,31,4,35
4746,41,3,36
4747,41,4,34
4748,41,3,36
4749,41,4,35
4750,41,4,35
4751,41,4,36
4752,41,3,35
4753,41,3,35
4754,41,3,35
4755,41,3,36
4756,41,4,35
4757,41,3,35
4758,41,3,36
4759,41,3,36
4760,41,4,36
4761,41,4,35
4762,41,4,36
4763,41,3,35
4764,41,3,36
4765,41,3,36
4766,41,4,35
4767,41,4,37
4768,41,4,35
4769,41,4,35
4770,41,3,35
4771,41,3,35
4772,41,3,35
4773,41,3,35
4774,41,3,35
4775,41,3,35
4776,41,4,35
4777,41,4,35
4778,41,4,36
4779,31,3,37
4780,31,4,34
4781,31,3,35
4782,31,4,34
4783,31,4,36
4784,31,4,36
4785,31,3,35
4786,31,4,35
4787,31,3,35
4788,31,4,36
4789,31,3,35
4790,31,4,35
4791,41,4,34
4792,41,4,34
4793,41,4,34
4794,41,5,36
4795,41,4,33
4796,41,4,35
4797,41,5,34
4798,41,5,34
4799,41,4,34
4800,41,4,34
4801,41,4,34
4802,41,4,32
4803,41,4,34
4804,41,4,34
4805,41,4,34
4806,41,4,34
4807,41,5,34
4808,41,4,35
4809,41,4,34
4810,41,4,33
4811,41,4,33
4812,41,4,33
4813,41,5,34
4814,41,5,35
4815,41,4,34
4816,41,4,34
4817,41,5,34
4818,41,4,34
4819,41,5,34
4820,41,4,34
4821,41,4,34
4822,41,5,34
4823,41,4,34
4824,41,5,34
4825,41,4,34
4826,41,4,34
4827,41,4,33
4828,41,4,34
4829,41,4,33
4830,41,5,33
4831,41,5,34
4832,41,5,36
4833,41,5,37
4834,41,5,37
4835,41,5,37
4836,41,5,36
4837,41,5,37
4838,41,5,35
4839,41,5,36
4840,41,5,36
4841,41,5,36
4842,41,5,35
4843,41,5,36
4844,41,5,36
4845,41,5,36
4846,41,4,37
4847,41,5,36
4848,41,4,36
4849,41,4,36
4850,41,5,36
4851,41,5,36
4852,41,5,36
4853,41,5,35
4854,41,5,36
4855,41,5,35
4856,41,6,35
4857,41,6,35
4858,41,5,36
4859,41,5,37
4860,41,5,37
4861,41,5,38
4862,41,4,36
4863,41,4,37
4864,41,4,37
4865,41,5,36
4866,41,4,36
4867,41,4,37
4868,41,4,38
4869,41,4,36
4870,41,4,36
4871,41,4,36
4872,41,4,36
4873,41,4,35
4874,41,5,37
4875,41,5,36
4876,41,4,38
4877,41,5,37
4878,41,5,38
4879,41,4,38
4880,41,5,37
4881,41,4,36
4882,41,5,37
4883,41,4,36
4884,41,5,37
4885,41,4,37
4886,51,4,36
4887,41,5,37
4888,41,4,36
4889,41,4,36
4890,41,5,36
4891,41,5,37
4892,41,5,38
4893,41,4,37
4894,41,5,37
4895,41,4,37
4896,41,5,37
4897,51,4,37
4898,51,5,37
4899,41,5,37
4900,41,4,36
4901,41,5,37
4902,41,5,37
4903,41,4,37
4904,41,4,37
4905,41,4,37
4906,41,4,37
4907,41,4,36
4908,41,4,36
4909,41,4,37
4910,41,4,36
4911,41,4,37
4912,41,4,37
4913,41,5,36
4914,41,5,36
4915,41,5,36
4916,41,5,36
4917,41,5,36
4918,51,5,35
4919,41,6,35
4920,41,5,35
4921,41,5,35
4922,51,4,35
4923,41,5,36
4924,51,4,35
4925,41,5,34
4926,41,4,35
4927,41,5,36
4928,31,3,35
4929,31,2,35
4930,31,2,34
4931,31,2,35
4932,31,2,35
4933,31,3,36
4934,31,2,34
4935,31,1,36
4936,21,2,34
4937,31,2,35
4938,21,2,35
4939,31,2,34
4940,31,2,34
4941,31,2,35
4942,31,2,34
4943,31,2,35
4944,31,2,34
4945,31,2,35
4946,31,2,35
4947,31,2,35
4948,31,2,35
4949,31,2,36
4950,31,2,35
4951,31,2,36
4952,31,2,35
4953,31,2,35
4954,31,2,36
4955,31,2,35
4956,31,2,36
4957,31,2,35
4958,31,2,35
4959,31,2,35
4960,31,2,35
4961,31,3,35
4962,31,2,35
4963,31,2,34
4964,31,2,36
4965,41,3,34
4966,41,3,35
4967,31,3,36
4968,31,3,36
4969,31,3,35
4970,31,2,36
4971,31,2,35
4972,31,2,35
4973,31,2,35
4974,31,2,36
4975,31,2,36
4976,31,2,36
4977,31,3,36
4978,31,3,35
4979,31,3,37
4980,31,2,35
4981,31,2,35
4982,31,3,35
4983,31,3,35
4984,41,3,35
4985,31,3,35
4986,31,2,35
4987,31,3,35
4988,31,3,36
4989,31,3,35
4990,41,3,36
4991,31,3,35
4992,31,2,35
4993,31,2,36
4994,31,3,34
4995,41,3,35
4996,31,3,35
4997,31,3,35
4998,31,3,36
4999,31,3,35
5000,31,2,36
5001,31,3,35
5002,31,2,34
5003,31,3,35
5004,31,3,35
5005,31,2,36
5006,31,2,35
5007,31,3,36
5008,31,2,35
5009,31,3,36
5010,31,3,36
5011,31,3,36
5012,31,2,36
5013,31,2,36
5014,31,3,35
5015,31,2,35
5016,31,2,36
5017,31,2,35
5018,31,2,35
5019,31,2,36
5020,31,2,35
5021,31,2,36
5022,31,3,35
5023,31,2,35
5024,31,3,35
5025,31,3,36
5026,31,3,36
5027,31,2,34
5028,41,4,36
5029,31,4,36
5030,31,3,36
5031,43,4,37
5032,43,5,36
5033,43,5,36
5034,43,5,36
5035,43,4,36
5036,43,4,37
5037,43,3,36
5038,43,4,36
5039,43,3,36
5040,43,4,35
5041,43,4,37
5042,41,4,36
5043,31,4,36
5044,31,4,37
5045,31,3,37
5046,41,4,36
5047,41,3,36
5048,41,3,36
5049,31,4,36
5050,31,4,36
5051,31,3,36
5052,31,3,35
5053,43,4,36
5054,43,4,36
5055,43,4,36
5056,43,4,36
5057,43,4,35
5058,43,3,36
5059,43,4,35
5060,43,4,36
5061,43,4,36
5062,43,3,35
5063,43,4,36
5064,43,4,37
5065,43,4,37
5066,43,4,36
5067,43,4,36
5068,43,4,36
5069,31,4,37
5070,41,4,36
5071,41,5,36
5072,41,4,37
5073,31,4,37
5074,31,4,36
5075,31,4,36
5076,31,4,37
5077,31,3,35
5078,31,4,36
5079,31,4,36
5080,41,4,36
5081,31,4,36
5082,31,4,35
5083,31,5,37
5084,41,5,36
5085,31,4,37
5086,41,4,37
5087,41,5,35
5088,41,4,35
5089,41,4,35
5090,41,5,36
5091,41,5,36
5092,41,4,37
5093,41,4,36
5094,41,5,37
5095,41,4,36
5096,31,4,37
5097,41,4,37
5098,41,4,36
5099,41,5,36
5100,31,4,36
5101,31,4,35
5102,31,4,36
5103,31,4,37
5104,41,4,35
5105,31,4,36
5106,41,4,36
5107,31,4,36
5108,41,4,35
5109,31,4,36
5110,31,4,36
5111,31,4,37
5112,41,5,37
5113,31,4,36
5114,31,4,36
5115,31,4,36
5116,31,4,36
5117,31,4,37
5118,31,3,37
5119,31,4,36
5120,41,4,35
5121,41,4,36
5122,41,5,36
5123,41,4,35
5124,41,4,36
5125,41,4,36
5126,41,4,35
5127,41,4,36
5128,41,5,36
5129,41,4,35
5130,41,4,35
5131,31,4,35
5132,31,3,35
5133,31,4,36
5134,31,4,36
5135,31,4,36
5136,31,4,36
5137,31,4,36
5138,31,4,37
5139,41,4,37
5140,31,4,36
5141,31,4,36
5142,31,3,37
5143,31,4,37
5144,41,4,36
5145,31,5,37
5146,31,4,37
5147,41,4,36
5148,41,3,35
5149,41,4,36
5150,41,4,37
5151,31,4,36
5152,31,4,36
5153,31,4,36
5154,31,4,35
5155,31,4,36
5156,31,4,35
5157,41,4,36
5158,41,4,34
5159,41,5,36
5160,41,4,34
5161,41,3,35
5162,41,5,36
5163,41,4,35
5164,41,5,36
5165,41,4,35
5166,41,6,36
5167,41,4,35
5168,41,4,36
5169,41,4,35
5170,41,4,35
5171,41,4,35
5172,41,4,35
5173,41,4,35
5174,41,4,34
5175,41,6,35
5176,41,6,36
5177,41,6,35
5178,41,6,36
5179,41,4,36
5180,41,5,35
5181,41,4,34
5182,41,4,36
5183,41,4,36
5184,41,4,35
5185,31,3,35
5186,41,5,37
5187,41,4,36
5188,41,4,37
5189,41,4,36
5190,41,5,37
5191,41,4,35
5192,31,3,35
5193,41,4,34
5194,41,4,34
5195,41,4,35
5196,41,5,35
5197,41,4,35
5198,41,4,35
5199,41,4,34
5200,41,4,35
5201,41,4,35
5202,41,4,35
5203,41,4,34
5204,41,4,34
5205,41,4,35
5206,41,5,35
5207,41,4,35
5208,41,4,35
5209,41,4,35
5210,41,5,36
5211,41,3,35
5212,41,4,35
5213,41,3,35
5214,41,4,36
5215,41,4,35
5216,41,4,34
5217,41,4,34
5218,41,4,35
5219,41,4,36
5220,41,6,36
5221,31,2,33
5222,41,5,33
5223,31,3,35
5224,31,4,33
5225,31,4,35
5226,31,4,35
5227,31,3,35
5228,31,4,33
5229,31,3,36
5230,31,3,36
5231,31,3,35
5232,31,3,36
5233,31,3,36
5234,31,3,35
5235,31,3,36
5236,31,3,35
5237,31,4,34
5238,31,3,34
5239,31,3,36
5240,31,2,34
5241,31,2,33
5242,31,3,35
5243,31,3,34
5244,31,3,33
5245,31,3,34
5246,41,2,34
5247,31,2,34
5248,31,2,33
5249,41,4,35
5250,31,3,35
5251,31,4,34
5252,31,3,35
5253,31,4,36
5254,31,4,36
5255,31,2,33
5256,31,2,33
5257,31,2,32
5258,31,2,33
5259,31,2,33
5260,31,3,33
5261,31,2,33
5262,31,2,33
5263,31,2,32
5264,31,2,34
5265,31,3,35
5266,31,2,34
5267,31,2,34
5268,31,3,34
5269,31,2,34
5270,41,4,33
5271,31,3,35
5272,31,2,35
5273,31,3,34
5274,31,2,34
5275,31,3,34
5276,31,2,34
5277,41,6,35
5278,41,4,34
5279,31,3,35
5280,31,3,34
5281,31,3,34
5282,41,3,34
5283,41,3,34
5284,31,2,35
5285,31,2,34
5286,31,2,33
5287,31,2,34
5288,31,2,33
5289,31,2,34
5290,31,2,33
5291,31,3,33
5292,31,2,34
5293,31,2,34
5294,31,2,34
5295,31,2,33
5296,31,2,34
5297,31,2,34
5298,41,4,34
5299,31,4,37
5300,31,5,36
5301,31,5,36
5302,41,4,35
5303,31,4,36
5304,41,6,36
5305,41,6,35
5306,41,6,35
5307,41,5,35
5308,41,5,36
5309,31,5,36
5310,31,5,36
5311,31,4,36
5312,31,4,36
5313,31,4,36
5314,31,5,36
5315,31,4,36
5316,41,5,36
5317,31,4,35
5318,31,4,35
5319,31,4,36
5320,41,5,35
5321,41,6,36
5322,41,5,36
5323,41,5,36
5324,41,5,36
5325,41,5,35
5326,41,5,36
5327,31,3,35
5328,41,5,37
5329,41,5,36
5330,41,5,36
5331,41,5,36
5332,41,5,36
5333,41,5,37
5334,41,5,36
5335,41,5,36
5336,41,5,36
5337,41,5,36
5338,41,5,36
5339,41,6,37
5340,41,5,36
5341,41,5,37
5342,41,5,36
5343,41,5,36
5344,41,5,36
5345,41,5,36
5346,41,5,36
5347,41,5,36
5348,41,5,36
5349,41,4,36
5350,31,3,36
5351,31,4,36
5352,41,4,35
5353,41,5,36
5354,41,5,35
5355,41,5,35
5356,41,5,35
5357,41,5,35
5358,41,5,36
5359,41,5,36
5360,41,5,36
5361,31,4,36
5362,31,4,36
5363,31,4,37
5364,31,4,36
5365,31,4,36
5366,31,3,36
5367,31,4,36
5368,31,4,36
5369,31,4,36
5370,31,4,36
5371,41,5,35
5372,41,5,36
5373,41,5,36
5374,41,5,36
5375,41,5,36
5376,41,5,36
5377,41,5,36
5378,41,5,36
5379,41,5,36
5380,41,5,36
5381,31,4,36
5382,41,5,35
5383,31,4,37
5384,41,5,36
5385,31,4,37
5386,41,5,36
5387,41,5,36
5388,31,4,36
5389,41,5,36
5390,41,5,35
5391,41,5,35
5392,31,4,37
5393,41,5,36
5394,41,5,36
5395,41,5,36
5396,41,5,36
5397,41,5,36
5398,41,5,36
5399,41,5,36
5400,41,5,37
5401,41,5,37
5402,31,4,36
5403,31,5,37
5404,31,4,36
5405,41,5,36
5406,31,5,37
5407,41,5,36
5408,41,4,36
5409,41,5,35
5410,41,5,35
5411,31,4,36
5412,41,3,33
5413,41,4,34
5414,31,4,36
5415,31,3,35
5416,31,4,37
5417,41,5,36
5418,41,5,36
5419,41,5,36
5420,41,5,36
5421,41,5,36
5422,41,6,36
5423,41,6,35
5424,41,6,35
5425,41,5,36
5426,41,6,36
5427,41,6,36
5428,41,5,36
5429,41,6,37
5430,41,6,36
5431,41,6,36
5432,41,5,36
5433,41,6,35
5434,41,6,36
5435,41,5,36
5436,41,5,35
5437,41,5,36
5438,41,5,36
5439,41,4,34
5440,41,4,36
5441,41,5,35
5442,41,5,36
5443,41,5,36
5444,41,5,35
5445,41,5,35
5446,31,4,36
5447,31,4,36
5448,31,4,37
5449,31,4,36
5450,41,5,36
5451,41,5,36
5452,41,4,36
5453,41,3,36
5454,41,5,36
5455,41,4,36
5456,41,4,36
5457,41,5,37
5458,41,5,37
5459,41,4,36
5460,31,4,36
5461,41,4,35
5462,41,5,36
5463,41,5,36
5464,41,5,36
5465,41,6,36
5466,41,6,36
5467,41,6,36
5468,41,6,35
5469,31,5,35
5470,31,4,35
5471,31,3,36
5472,31,4,35
5473,41,6,37
5474,41,6,36
5475,41,6,37
5476,41,6,36
5477,41,6,37
5478,41,6,36
5479,41,5,36
5480,41,6,36
5481,41,6,36
5482,41,6,36
5483,31,4,34
5484,41,3,36
5485,41,3,36
5486,31,3,34
5487,31,3,34
5488,31,3,34
5489,31,3,34
5490,31,3,34
5491,31,3,34
5492,31,3,34
5493,31,3,35
5494,31,3,34
5495,31,3,35
5496,31,3,35
5497,31,3,34
5498,31,3,34
5499,31,3,35
5500,31,3,35
5501,31,3,34
5502,31,3,33
5503,31,3,34
5504,31,3,34
5505,31,2,34
5506,31,3,34
5507,31,3,34
5508,31,3,34
5509,31,3,34
5510,31,3,34
5511,31,3,33
5512,41,4,36
5513,41,4,35
5514,41,5,35
5515,41,3,35
5516,31,5,36
5517,31,5,36
5518,31,4,35
5519,31,5,36
5520,31,4,36
5521,31,4,35
5522,41,6,36
5523,31,5,35
5524,31,4,36
5525,31,5,36
5526,31,6,35
5527,31,5,35
5528,31,4,36
5529,31,4,36
5530,31,5,35
5531,41,4,34
5532,41,6,35
5533,41,4,36
5534,31,4,35
5535,31,4,36
5536,31,4,36
5537,31,4,36
5538,31,4,35
5539,31,4,36
5540,31,4,37
5541,31,4,36
5542,31,4,36
5543,31,4,34
5544,31,4,34
5545,31,3,34
5546,31,4,34
5547,31,4,33
5548,31,4,33
5549,31,3,33
5550,31,4,34
5551,31,3,33
5552,31,3,33
5553,31,4,34
5554,31,4,33
5555,31,4,34
5556,31,3,33
5557,31,4,33
5558,31,3,33
5559,31,4,33
5560,31,4,33
5561,31,3,34
5562,31,3,34
5563,31,4,34
5564,31,4,33
5565,31,3,34
5566,31,3,34
5567,31,3,34
5568,31,4,33
5569,31,3,34
5570,31,3,34
5571,31,3,34
5572,31,3,34
5573,31,4,34
5574,31,3,34
5575,31,4,34
5576,31,3,33
5577,31,4,35
5578,31,4,34
5579,31,4,35
5580,31,3,35
5581,31,3,35
5582,31,3,35
5583,31,4,35
5584,31,3,35
5585,31,4,34
5586,31,3,35
5587,31,4,34
5588,31,4,35
5589,31,4,35
5590,31,4,35
5591,31,4,35
5592,31,4,35
5593,31,4,35
5594,31,4,34
5595,31,4,34
5596,31,4,34
5597,31,4,34
5598,31,4,35
5599,31,4,35
5600,31,3,34
5601,31,3,34
5602,31,3,34
5603,31,4,35
5604,31,3,34
5605,31,4,35
5606,31,3,33
5607,31,3,34
5608,31,4,35
5609,31,4,35
5610,31,4,34
5611,31,4,34
5612,31,3,33
5613,31,3,35
5614,31,4,34
5615,31,4,34
5616,31,4,34
5617,41,4,34
5618,31,4,35
5619,31,4,33
5620,31,5,34
5621,31,4,34
5622,31,5,34
5623,31,4,35
5624,31,4,35
5625,31,3,36
5626,31,5,34
5627,31,4,34
5628,31,5,34
5629,31,4,35
5630,31,4,35
5631,31,3,35
5632,31,4,35
5633,31,4,35
5634,31,4,35
5635,31,4,35
5636,31,4,35
5637,31,4,35
5638,31,4,34
5639,31,4,34
5640,31,4,33
5641,31,3,34
5642,31,3,34
5643,31,3,34
5644,31,3,35
5645,31,3,34
5646,31,3,34
5647,31,4,34
5648,31,4,35
5649,31,4,35
5650,31,5,36
5651,31,5,37
5652,31,4,36
5653,31,4,36
5654,31,5,36
5655,31,4,37
5656,31,4,35
5657,41,4,35
5658,31,4,35
5659,31,4,35
5660,31,4,34
5661,31,4,35
5662,31,4,34
5663,31,4,34
5664,31,3,34
5665,31,4,33
5666,31,4,34
5667,31,4,35
5668,31,3,34
5669,31,4,34
5670,31,4,34
5671,31,4,34
5672,31,4,33
5673,31,4,34
5674,31,3,35
5675,31,4,33
5676,31,3,34
5677,31,4,35
5678,31,4,36
5679,31,4,35
5680,31,3,35
5681,31,3,35
5682,31,3,35
5683,31,3,36
5684,31,3,36
5685,31,3,35
5686,31,3,35
5687,31,3,36
5688,31,4,35
5689,31,3,35
5690,31,4,36
5691,31,3,36
5692,31,3,35
5693,31,3,35
5694,31,3,36
5695,31,2,35
5696,31,2,34
5697,31,2,35
5698,31,3,34
5699,31,3,35
5700,31,2,35
5701,31,2,35
5702,31,3,34
5703,31,3,34
5704,31,3,35
5705,31,2,35
5706,31,3,34
5707,31,4,35
5708,31,4,35
5709,41,5,35
5710,41,4,35
5711,31,4,35
5712,41,3,36
5713,31,4,35
5714,41,3,35
5715,31,4,34
5716,31,3,33
5717,31,3,34
5718,31,3,34
5719,31,3,33
5720,31,3,34
5721,31,3,33
5722,31,3,35
